ampl.tab 3 3
load_zone	site	date	avg_flow	min_flow	max_flow
PG&E_North	Oak_Fl_626	120412061	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Oak_Fl_626	240412100	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Oak_Fl_626	200412070	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Oak_Fl_626	160412080	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Olsen_50180	120402021	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	240402200	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	200402260	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	160402230	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	120402220	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	240402021	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	200402021	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	160402021	1.17791666666667	1.17791666666667	1.17791666666667
PG&E_North	Olsen_50180	240404210	1.56126388888889	1.56126388888889	1.56126388888889
PG&E_North	Olsen_50180	200404270	1.56126388888889	1.56126388888889	1.56126388888889
PG&E_North	Olsen_50180	160404090	1.56126388888889	1.56126388888889	1.56126388888889
